1;0;49.32641297;11.08373388;189
2;0;49.26427208;11.07917766;160
3;0;49.32461764;11.13854586;111
4;0;49.31075328;11.05211514;106
5;0;49.28715008;11.05281111;180
6;0;49.3148635;11.06357848;110
7;0;49.3301622;11.09103403;108
8;0;49.25536786;11.14510008;166
9;0;49.25525273;11.08501744;134
10;0;49.33623099;11.10852603;185
11;0;49.29718854;11.07117561;159
12;0;49.26022342;11.0648641;166
13;0;49.30753273;11.10929503;148
14;0;49.27190365;11.09239751;148
15;0;49.30891726;11.12179364;104
16;0;49.31675413;11.12685093;172
17;0;49.28570025;11.13013464;185
18;0;49.28966085;11.05657944;140
19;0;49.34003288;11.12055968;159
20;0;49.3157807;11.12932164;162
21;0;49.32378716;11.11616362;116
22;0;49.27604175;11.13115199;161
23;0;49.25647247;11.05684053;168
24;0;49.30885676;11.06102678;178
25;0;49.30335985;11.11461006;129
26;0;49.27990627;11.11210972;148
27;0;49.34444683;11.07515231;175
28;0;49.31189602;11.13779089;168
29;0;49.32245869;11.14817544;180
30;0;49.29051962;11.0960815;106
31;0;49.33674573;11.10135082;169
32;0;49.33221452;11.12193866;149
33;0;49.2665076;11.11536694;171
34;0;49.32297061;11.13686724;101
35;0;49.2987766;11.09734439;180
36;0;49.27193796;11.13371248;143
37;0;49.30921411;11.12748193;167
38;0;49.29520862;11.06537564;153
39;0;49.3355893;11.08571002;168
40;0;49.29806872;11.09114344;107
41;0;49.27771249;11.12840035;171
42;0;49.31862082;11.10689721;188
43;0;49.31719261;11.05007453;103
44;0;49.30680567;11.10032452;148
45;0;49.33308633;11.05763984;150
46;0;49.27572215;11.08401377;166
47;0;49.27914876;11.09205052;146
48;0;49.28394209;11.13966678;192
49;0;49.2578149;11.0878314;142
50;0;49.29749411;11.10992057;111
